player,team,date_of_birth,age,handed,center,left_wing,right_wing,defense,player_id
BRAD.RICHARDSON,ARI,"(4, 2, 1985)",34.0,0,1,0,0,0,647
JUSTIN.HOLL,TOR,"(30, 1, 1992)",27.0,1,0,0,0,1,648
SEAN.KURALY,BOS,"(20, 1, 1993)",26.0,0,1,1,0,0,649
CALVIN.DE.HAAN,CAR,"(9, 5, 1991)",28.0,0,0,0,0,1,651
JACOB.DE.LA.ROSE,DET,"(20, 5, 1995)",24.0,0,1,1,0,0,652
ANDREAS.ATHANASIOU,DET,"(6, 8, 1994)",24.0,0,1,1,1,0,653
TREVOR.VAN.RIEMSDYK,CAR,"(24, 7, 1991)",27.0,1,0,0,0,1,654
BOONE.JENNER,CBJ,"(15, 6, 1993)",26.0,0,1,1,0,0,655
RYAN.STROME,NYR,"(11, 7, 1993)",25.0,1,1,0,1,0,657
MATT.NIETO,COL,"(5, 11, 1992)",26.0,0,0,1,1,0,658
DYLAN.DEMELO,OTT,"(1, 5, 1993)",26.0,1,0,0,0,1,661
COLIN.MILLER,VGK,"(29, 10, 1992)",26.0,1,0,0,0,1,663
ROSS.JOHNSTON,NYI,"(18, 2, 1994)",25.0,0,0,1,0,0,665
NIKITA.KUCHEROV,TBL,"(17, 6, 1993)",26.0,0,0,0,1,0,666
FREDERIK.GAUTHIER,TOR,"(26, 4, 1995)",24.0,0,1,0,0,0,667
ANTHONY.MANTHA,DET,"(16, 9, 1994)",24.0,0,0,1,1,0,668
LUCAS.WALLMARK,CAR,"(5, 9, 1995)",23.0,0,1,0,0,0,671
JAMIE.OLEKSIAK,DAL,"(21, 12, 1992)",26.0,0,0,0,0,1,672
PAUL.LADUE,LAK,"(6, 9, 1992)",26.0,1,0,0,0,1,673
DEVIN.SHORE,ANA,"(19, 7, 1994)",24.0,0,1,1,1,0,674
COLBY.CAVE,EDM,"(26, 12, 1994)",24.0,0,1,0,0,0,677
KURTIS.MACDERMID,LAK,"(25, 3, 1994)",25.0,0,0,0,0,1,678
OLIVER.BJORKSTRAND,CBJ,"(10, 4, 1995)",24.0,1,0,0,1,0,679
PHILLIP.DANAULT,MTL,"(24, 2, 1993)",26.0,0,1,0,0,0,680
DEVON.TOEWS,NYI,"(21, 2, 1994)",25.0,0,0,0,0,1,684
ELIAS.LINDHOLM,CGY,"(2, 12, 1994)",24.0,1,1,0,1,0,685
ADAM.HENRIQUE,ANA,"(6, 2, 1990)",29.0,0,1,0,0,0,686
JIMMY.VESEY,NYR,"(26, 5, 1993)",26.0,0,0,1,1,0,687
RYAN.PULOCK,NYI,"(6, 10, 1994)",24.0,1,0,0,0,1,688
BLAKE.COLEMAN,NJD,"(28, 11, 1991)",27.0,0,1,1,1,0,689
CHRIS.TIERNEY,OTT,"(1, 7, 1994)",24.0,0,1,0,0,0,692
JOSH.CURRIE,EDM,"(29, 10, 1992)",26.0,1,1,0,1,0,693
MADISON.BOWEY,DET,"(22, 4, 1995)",24.0,1,0,0,0,1,696
ADAM.LOWRY,WPG,"(29, 3, 1993)",26.0,0,1,0,0,0,697
TROY.STECHER,VAN,"(7, 4, 1994)",25.0,1,0,0,0,1,698
MATT.DUMBA,MIN,"(25, 7, 1994)",24.0,1,0,0,0,1,699
WILLIAM.CARRIER,VGK,"(20, 12, 1994)",24.0,0,0,1,0,0,701
BRANDON.MONTOUR,BUF,"(11, 4, 1994)",25.0,1,0,0,0,1,702
TUCKER.POOLMAN,WPG,"(8, 6, 1993)",26.0,1,0,0,0,1,703
MARK.JANKOWSKI,CGY,"(13, 9, 1994)",24.0,0,1,0,0,0,704
DAN.HAMHUIS,NSH,"(13, 12, 1982)",36.0,0,0,0,0,1,705
JAKE.VIRTANEN,VAN,"(17, 8, 1996)",22.0,1,0,0,1,0,706
JASON.ZUCKER,MIN,"(16, 1, 1992)",27.0,0,0,1,1,0,707
TOM.WILSON,WSH,"(29, 3, 1994)",25.0,1,0,0,1,0,708
BRADY.SKJEI,NYR,"(26, 3, 1994)",25.0,0,0,0,0,1,709
MIIKKA.SALOMAKI,NSH,"(9, 3, 1993)",26.0,0,0,1,1,0,710
RYAN.SPOONER,VAN,"(30, 1, 1992)",27.0,0,1,1,0,0,712
ROBERT.HAGG,PHI,"(8, 2, 1995)",24.0,0,0,0,0,1,713
CHRISTIAN.DVORAK,ARI,"(2, 2, 1996)",23.0,0,1,1,0,0,715
DYLAN.LARKIN,DET,"(30, 7, 1996)",22.0,0,1,1,0,0,716
KEVIN.ROONEY,NJD,"(21, 5, 1993)",26.0,0,1,0,1,0,717
STEVEN.SANTINI,NSH,"(7, 3, 1995)",24.0,1,0,0,0,1,720
RYAN.ELLIS,NSH,"(3, 1, 1991)",28.0,1,0,0,0,1,721
ONDREJ.KASE,ANA,"(8, 11, 1995)",23.0,1,0,0,1,0,722
NOAH.HANIFIN,CGY,"(25, 1, 1997)",22.0,0,0,0,0,1,726
BLAKE.WHEELER,WPG,"(31, 8, 1986)",32.0,1,0,0,1,0,727
MATT.PUEMPEL,DET,"(24, 1, 1993)",26.0,0,0,1,0,0,728
MAX.PACIORETTY,VGK,"(20, 11, 1988)",30.0,0,0,1,0,0,729
JORDAN.SCHMALTZ,STL,"(8, 10, 1993)",25.0,1,0,0,0,1,730
TYLER.SEGUIN,DAL,"(31, 1, 1992)",27.0,1,1,0,1,0,732
JOSHUA.MORRISSEY,WPG,"(28, 3, 1995)",24.0,0,0,0,0,1,733
DARNELL.NURSE,EDM,"(4, 2, 1995)",24.0,0,0,0,0,1,734
SAM.REINHART,BUF,"(6, 11, 1995)",23.0,1,1,0,1,0,735
MILES.WOOD,NJD,"(13, 9, 1995)",23.0,0,0,1,0,0,741
PAUL.BYRON,MTL,"(27, 4, 1989)",30.0,0,0,1,1,0,743
SHEA.THEODORE,VGK,"(3, 8, 1995)",23.0,0,0,0,0,1,747
BARCLAY.GOODROW,SJS,"(26, 2, 1993)",26.0,0,1,0,1,0,753
CORY.CONACHER,TBL,"(14, 12, 1989)",29.0,0,0,1,0,0,755
NICK.RITCHIE,ANA,"(5, 12, 1995)",23.0,0,0,1,0,0,757
ALEX.TUCH,VGK,"(10, 5, 1996)",23.0,1,0,0,1,0,758
NATE.SCHMIDT,VGK,"(16, 7, 1991)",27.0,0,0,0,0,1,760
YANNI.GOURDE,TBL,"(15, 12, 1991)",27.0,0,1,1,1,0,763
MATT.DONOVAN,NSH,"(9, 5, 1990)",29.0,0,0,0,0,1,764
JAKOB.CHYCHRUN,ARI,"(31, 3, 1998)",21.0,0,0,0,0,1,766
WILLIAM.NYLANDER,TOR,"(1, 5, 1996)",23.0,1,1,0,1,0,767
CALLE.ROSEN,TOR,"(2, 2, 1994)",25.0,0,0,0,0,1,769
ROBERT.BORTUZZO,STL,"(18, 3, 1989)",30.0,1,0,0,0,1,773
JAKE.GUENTZEL,PIT,"(6, 10, 1994)",24.0,0,0,1,1,0,775
LUKAS.RADIL,SJS,"(5, 8, 1990)",28.0,0,0,1,0,0,777
TREVOR.MOORE,TOR,"(31, 3, 1995)",24.0,0,0,1,1,0,778
MARCUS.SORENSEN,SJS,"(7, 4, 1992)",27.0,0,0,1,0,0,779
TEUVO.TERAVAINEN,CAR,"(11, 9, 1994)",24.0,0,0,1,1,0,780
JORDAN.MARTINOOK,CAR,"(25, 7, 1992)",26.0,0,1,1,1,0,782
AUSTON.MATTHEWS,TOR,"(17, 9, 1997)",21.0,0,1,0,0,0,784
MACKENZIE.MACEACHERN,STL,"(9, 3, 1994)",25.0,0,0,1,1,0,785
JORDAN.OESTERLE,ARI,"(25, 6, 1992)",27.0,0,0,0,0,1,786
JOEL.HANLEY,DAL,"(8, 6, 1991)",28.0,0,0,0,0,1,787
NICK.JENSEN,WSH,"(21, 9, 1990)",28.0,1,0,0,0,1,788
FRANK.VATRANO,FLA,"(14, 3, 1994)",25.0,0,0,1,1,0,789
STEVEN.FOGARTY,NYR,"(19, 4, 1993)",26.0,1,1,0,1,0,791
ERIC.STAAL,MIN,"(29, 10, 1984)",34.0,0,1,0,0,0,792
LAURENT.DAUPHIN,NSH,"(27, 3, 1995)",24.0,0,1,0,1,0,794
CONOR.GARLAND,ARI,"(11, 3, 1996)",23.0,1,0,1,1,0,795
ZAC.DALPE,CBJ,"(1, 11, 1989)",29.0,1,1,0,0,0,796
JAKOB.SILFVERBERG,ANA,"(13, 10, 1990)",28.0,1,0,1,1,0,801
ANDREAS.BORGMAN,TOR,"(18, 6, 1995)",24.0,0,0,0,0,1,805
MARK.STONE,VGK,"(13, 5, 1992)",27.0,1,0,0,1,0,809
JUSTIN.DOWLING,DAL,"(1, 10, 1990)",28.0,0,1,0,0,0,810
BRIAN.LASHOFF,DET,"(16, 7, 1990)",28.0,0,0,0,0,1,819
NICOLAS.PETAN,TOR,"(22, 3, 1995)",24.0,0,1,1,1,0,835
ZDENO.CHARA,BOS,"(18, 3, 1977)",42.0,0,0,0,0,1,839
PAUL.CAREY,BOS,"(24, 9, 1988)",30.0,0,1,0,0,0,843
MICHAEL.RAFFL,PHI,"(1, 12, 1988)",30.0,0,0,1,1,0,844
CARL.DAHLSTROM,CHI,"(28, 1, 1995)",24.0,0,0,0,0,1,847
NICK.SCHMALTZ,ARI,"(23, 2, 1996)",23.0,1,1,0,0,0,853
JAY.BOUWMEESTER,STL,"(27, 9, 1983)",35.0,0,0,0,0,1,866
NIC.DOWD,WSH,"(27, 5, 1990)",29.0,1,1,0,0,0,867
CHRISTIAN.FOLIN,MTL,"(9, 2, 1991)",28.0,1,0,0,0,1,875
NATE.THOMPSON,MTL,"(5, 10, 1984)",34.0,0,1,0,0,0,882
JOSEPH.CRAMAROSSA,PIT,"(26, 10, 1992)",26.0,0,1,0,0,0,883
JORDAN.WEAL,MTL,"(15, 4, 1992)",27.0,1,1,1,0,0,885
ANTON.BLIDH,BOS,"(14, 3, 1995)",24.0,0,0,1,0,0,891
JAN.RUTTA,TBL,"(29, 7, 1990)",28.0,1,0,0,0,1,897
DYLAN.MCILRATH,DET,"(20, 4, 1992)",27.0,1,0,0,0,1,905
SLATER.KOEKKOEK,CHI,"(18, 2, 1994)",25.0,0,0,0,0,1,912
ESA.LINDELL,DAL,"(23, 5, 1994)",25.0,0,0,0,0,1,919
CHAD.RUHWEDEL,PIT,"(7, 5, 1990)",29.0,1,0,0,0,1,925
BROCK.NELSON,NYI,"(15, 10, 1991)",27.0,0,1,1,0,0,927
BRETT.KULAK,MTL,"(6, 1, 1994)",25.0,0,0,0,0,1,930
XAVIER.OUELLET,MTL,"(29, 7, 1993)",25.0,0,0,0,0,1,931
JARRED.TINORDI,NSH,"(20, 2, 1992)",27.0,0,0,0,0,1,938
JOSEPH.GAMBARDELLA,EDM,"(1, 12, 1993)",25.0,0,0,1,0,0,940
JUUSO.RIIKOLA,PIT,"(9, 11, 1993)",25.0,0,0,0,0,1,941
LOGAN.SHAW,WPG,"(5, 10, 1992)",26.0,1,1,0,1,0,945
TANNER.FRITZ,NYI,"(20, 8, 1991)",27.0,1,1,0,1,0,949
BRAD.MALONE,EDM,"(20, 5, 1989)",30.0,0,1,1,0,0,951
SETH.GRIFFITH,WPG,"(4, 1, 1993)",26.0,1,1,0,1,0,952
ROBBIE.RUSSO,ARI,"(15, 2, 1993)",26.0,1,0,0,0,1,953
ROMAN.POLAK,DAL,"(28, 4, 1986)",33.0,1,0,0,0,1,955
JC.LIPON,WPG,"(10, 7, 1993)",25.0,1,0,0,1,0,956
MATTIAS.JANMARK,DAL,"(8, 12, 1992)",26.0,0,1,1,0,0,957
JEFF.SKINNER,BUF,"(16, 5, 1992)",27.0,0,0,1,1,0,958
LIAM.O'BRIEN,WSH,"(29, 7, 1994)",24.0,0,1,0,0,0,959
MATT.BARTKOWSKI,MIN,"(4, 6, 1988)",31.0,0,0,0,0,1,964
CAMERON.GAUNCE,TBL,"(19, 3, 1990)",29.0,0,0,0,0,1,968
GUSTAV.OLOFSSON,MTL,"(1, 12, 1994)",24.0,0,0,0,0,1,969
ILYA.LYUBUSHKIN,ARI,"(6, 4, 1994)",25.0,1,0,0,0,1,970
JORDAN.EBERLE,NYI,"(15, 5, 1990)",29.0,1,0,0,1,0,971
CARL.HAGELIN,WSH,"(23, 8, 1988)",30.0,0,0,1,0,0,974
ANTHONY.DUCLAIR,OTT,"(26, 8, 1995)",23.0,0,0,1,1,0,975
MARKUS.HANNIKAINEN,CBJ,"(26, 3, 1993)",26.0,0,0,1,0,0,976
ERIK.KARLSSON,SJS,"(31, 5, 1990)",29.0,1,0,0,0,1,978
BRAYDON.COBURN,TBL,"(27, 2, 1985)",34.0,0,0,0,0,1,979
KEVIN.HAYES,PHI,"(8, 5, 1992)",27.0,0,1,0,0,0,980
DEREK.GRANT,ANA,"(20, 4, 1990)",29.0,0,1,0,1,0,982
KORBINIAN.HOLZER,ANA,"(16, 2, 1988)",31.0,1,0,0,0,1,983
ALEXANDER.EDLER,VAN,"(21, 4, 1986)",33.0,0,0,0,0,1,984
JORDAN.NOLAN,STL,"(23, 6, 1989)",30.0,0,0,1,0,0,986
BRAD.HUNT,MIN,"(24, 8, 1988)",30.0,0,0,0,0,1,987
TRAVIS.SANHEIM,PHI,"(29, 3, 1996)",23.0,0,0,0,0,1,988
TOMAS.KABERLE,-,"(2, 3, 1978)",32.0,0,0,0,0,1,991
BRAD.RICHARDS,-,"(2, 5, 1980)",30.0,0,1,1,0,0,993
BRYAN.MCCABE,-,"(8, 6, 1975)",35.0,0,0,0,0,1,994
JAMIE.LANGENBRUNNER,-,"(24, 7, 1975)",34.0,1,0,0,1,0,995
ED.JOVANOVSKI,-,"(26, 6, 1976)",34.0,0,0,0,0,1,996
JUSTIN.WILLIAMS,CAR,"(4, 10, 1981)",28.0,1,0,0,1,0,997
JASON.ARNOTT,-,"(11, 10, 1974)",35.0,1,1,0,0,0,998
JIM.VANDERMEER,-,"(21, 2, 1980)",30.0,0,0,0,0,1,999
PATRIK.ELIAS,-,"(13, 4, 1976)",34.0,0,1,1,0,0,1000
ALES.HEMSKY,-,"(13, 8, 1983)",26.0,1,0,0,1,0,1001
SIMON.GAGNE,-,"(29, 2, 1980)",30.0,0,0,0,1,0,1002
BRENDEN.MORROW,-,"(16, 1, 1979)",31.0,0,0,1,0,0,1003
NIKLAS.KRONWALL,DET,"(12, 1, 1981)",29.0,0,0,0,0,1,1004
SHANE.DOAN,-,"(10, 10, 1976)",33.0,1,0,1,1,0,1005
ERIC.BREWER,-,"(17, 4, 1979)",31.0,0,0,0,0,1,1006
TY.WISHART,-,"(19, 5, 1988)",22.0,0,0,0,0,1,1007
SAMI.SALO,-,"(2, 9, 1974)",35.0,1,0,0,0,1,1008
CORY.EMMERTON,-,"(1, 6, 1988)",22.0,0,1,0,0,0,1009
PAVEL.DATSYUK,-,"(20, 7, 1978)",31.0,0,1,1,0,0,1010
BOBBY.SANGUINETTI,-,"(29, 2, 1988)",22.0,1,0,0,0,1,1011
CHRIS.PHILLIPS,-,"(9, 3, 1978)",32.0,0,0,0,0,1,1012
JAMIE.MCGINN,FLA,"(5, 8, 1988)",21.0,0,0,1,1,0,1013
KIMMO.TIMONEN,-,"(18, 3, 1975)",35.0,0,0,0,0,1,1014
ANDREI.MARKOV,-,"(20, 12, 1978)",31.0,0,0,0,0,1,1015
KASPARS.DAUGAVINS,-,"(18, 5, 1988)",22.0,0,1,1,0,0,1016
PATRIK.BERGLUND,-,"(2, 6, 1988)",22.0,0,1,1,0,0,1017
MATTHEW.CORRENTE,-,"(17, 3, 1988)",22.0,1,0,0,0,1,1018
BRYAN.ALLEN,-,"(21, 8, 1980)",29.0,0,0,0,0,1,1019
SCOTT.HARTNELL,-,"(18, 4, 1982)",28.0,0,0,1,0,0,1020
CRAIG.RIVET,-,"(13, 9, 1974)",35.0,1,0,0,0,1,1021
RYAN.SMYTH,-,"(21, 2, 1976)",34.0,0,0,1,0,0,1022
SCOTT.HANNAN,-,"(23, 1, 1979)",31.0,0,0,0,0,1,1023
BRIAN.RAFALSKI,-,"(28, 9, 1973)",36.0,1,0,0,0,1,1024
JOE.THORNTON,SJS,"(2, 7, 1979)",30.0,0,1,0,0,0,1025
JASON.BLAKE,-,"(2, 9, 1973)",36.0,0,0,1,0,0,1026
RYAN.WHITNEY,-,"(19, 2, 1983)",27.0,0,0,0,0,1,1027
MICHAL.HANDZUS,-,"(11, 3, 1977)",33.0,0,1,0,0,0,1028
MICHAEL.NYLANDER,-,"(3, 10, 1972)",37.0,0,1,0,0,0,1029
DAINIUS.ZUBRUS,-,"(16, 6, 1978)",32.0,0,0,1,0,0,1030
ROBYN.REGEHR,-,"(19, 4, 1980)",30.0,0,0,0,0,1,1031
JAROME.IGINLA,-,"(1, 7, 1977)",32.0,1,0,0,1,0,1032
THOMAS.VANEK,DET,"(19, 1, 1984)",26.0,1,0,1,1,0,1033
KEVIN.BIEKSA,-,"(16, 6, 1981)",29.0,1,0,0,0,1,1034
LUBOMIR.VISNOVSKY,-,"(11, 8, 1976)",33.0,0,0,0,0,1,1035
DEREK.ROY,-,"(4, 5, 1983)",27.0,0,1,0,0,0,1038
DUSTIN.PENNER,-,"(28, 9, 1982)",27.0,0,0,0,1,0,1039
ZACH.HAMILL,-,"(23, 9, 1988)",21.0,1,1,0,0,0,1040
JIM.O'BRIEN,OTT,"(29, 1, 1989)",21.0,1,1,0,0,0,1041
STEPHEN.WEISS,-,"(3, 4, 1983)",27.0,0,1,0,0,0,1042
MILAN.MICHALEK,-,"(7, 12, 1984)",25.0,0,0,1,1,0,1043
CHRIS.KUNITZ,CHI,"(26, 9, 1979)",30.0,0,0,1,1,0,1044
MIKE.FISHER,-,"(5, 6, 1980)",30.0,1,1,0,0,0,1045
DANY.HEATLEY,-,"(21, 1, 1981)",29.0,0,0,1,0,0,1046
RADEK.MARTINEK,-,"(31, 8, 1976)",33.0,1,0,0,0,1,1047
DUSTIN.JEFFREY,-,"(27, 2, 1988)",22.0,0,1,0,0,0,1048
NICK.PALMIERI,-,"(12, 7, 1989)",20.0,1,0,0,1,0,1049
PATRICK.MAROON,STL,"(23, 4, 1988)",22.0,0,0,1,1,0,1050
JASON.SPEZZA,DAL,"(13, 6, 1983)",27.0,1,1,0,1,0,1051
MATTHEW.CARLE,-,"(25, 9, 1984)",25.0,0,0,0,0,1,1054
DAVID.LEGWAND,-,"(17, 8, 1980)",29.0,0,1,1,0,0,1055
SHAWN.MATTHIAS,-,"(19, 2, 1988)",22.0,0,1,1,0,0,1056
JONATHON.BLUM,-,"(30, 1, 1989)",21.0,1,0,0,0,1,1057
WAYNE.SIMMONDS,NSH,"(26, 8, 1988)",21.0,1,0,1,1,0,1058
MIKE.RIBEIRO,-,"(10, 2, 1980)",30.0,0,1,0,0,0,1059
BRENT.SOPEL,-,"(7, 1, 1977)",33.0,1,0,0,0,1,1060
PATRICK.SHARP,-,"(27, 12, 1981)",28.0,1,1,1,0,0,1061
DANIEL.CLEARY,-,"(18, 12, 1978)",31.0,0,0,0,1,0,1062
DION.PHANEUF,-,"(10, 4, 1985)",25.0,0,0,0,0,1,1063
JASON.CHIMERA,-,"(2, 5, 1979)",31.0,0,0,1,1,0,1064
FEDOR.TYUTIN,-,"(19, 7, 1983)",26.0,0,0,0,0,1,1065
NICK.SCHULTZ,-,"(25, 8, 1982)",27.0,0,0,0,0,1,1066
DAN.BOYLE,-,"(12, 7, 1976)",33.0,1,0,0,0,1,1067
BARRET.JACKMAN,-,"(5, 3, 1981)",29.0,0,0,0,0,1,1068
BRAD.BOYES,-,"(17, 4, 1982)",28.0,1,1,0,1,0,1069
BEN.MAXWELL,-,"(30, 3, 1988)",22.0,0,1,0,0,0,1070
ANDREW.MURRAY,-,"(6, 11, 1981)",28.0,0,1,0,0,0,1071
JESSE.JOENSUU,-,"(5, 10, 1987)",22.0,0,0,1,0,0,1072
COLTON.GILLIES,-,"(12, 2, 1989)",21.0,0,1,0,0,0,1073
FRAZER.MCLAREN,-,"(29, 10, 1987)",22.0,0,0,1,0,0,1076
CHRIS.BUTLER,STL,"(27, 10, 1986)",23.0,0,0,0,0,1,1078
JAN.HEJDA,-,"(18, 6, 1978)",32.0,0,0,0,0,1,1082
BRETT.MACLEAN,-,"(24, 12, 1988)",21.0,1,0,0,1,0,1083
RYAN.CARTER,-,"(3, 8, 1983)",26.0,0,1,1,0,0,1084
KEATON.ELLERBY,-,"(5, 11, 1988)",21.0,0,0,0,0,1,1085
RYAN.WHITE,-,"(17, 3, 1988)",22.0,1,1,0,0,0,1086
MARTIN.ERAT,-,"(29, 8, 1981)",28.0,0,0,0,1,0,1087
CHUCK.KOBASEW,-,"(17, 4, 1982)",28.0,1,0,0,1,0,1088
TJ.GALIARDI,-,"(22, 4, 1988)",22.0,0,0,1,0,0,1089
BRETT.BELLEMORE,-,"(25, 6, 1988)",22.0,1,0,0,0,1,1090
MICHEAL.HALEY,SJS,"(30, 3, 1986)",24.0,0,1,0,0,0,1092
MAXIM.NOREAU,-,"(24, 5, 1987)",23.0,1,0,0,0,1,1093
MATT.BRADLEY,-,"(13, 6, 1978)",32.0,1,0,1,1,0,1095
TIM.GLEASON,-,"(29, 1, 1983)",27.0,0,0,0,0,1,1097
CHRIS.KELLY,-,"(11, 11, 1980)",29.0,0,1,1,0,0,1098
PAUL.GAUSTAD,-,"(3, 2, 1982)",28.0,0,1,1,0,0,1099
JOHN-MICHAEL.LILES,-,"(25, 11, 1980)",29.0,0,0,0,0,1,1100
BRAD.STUART,-,"(6, 11, 1979)",30.0,0,0,0,0,1,1101
ERIC.GODARD,-,"(7, 3, 1980)",30.0,1,0,0,1,0,1102
BRIAN.CAMPBELL,-,"(23, 5, 1979)",31.0,0,0,0,0,1,1103
ADAM.HALL,-,"(14, 8, 1980)",29.0,1,0,0,1,0,1105
VIKTOR.TIKHONOV,-,"(12, 5, 1988)",22.0,1,1,0,1,0,1106
MICHAEL.RYDER,-,"(31, 3, 1980)",30.0,1,0,0,1,0,1107
COREY.PERRY,-,"(16, 5, 1985)",25.0,1,0,0,1,0,1108
MATT.HALISCHUK,-,"(1, 6, 1988)",22.0,1,0,0,1,0,1109
ANDREI.KOSTITSYN,-,"(3, 2, 1985)",25.0,0,1,0,0,0,1110
KURT.SAUER,-,"(16, 1, 1981)",29.0,0,0,0,0,1,1111
PASCAL.DUPUIS,-,"(7, 4, 1979)",31.0,0,0,1,1,0,1112
MICHAL.ROZSIVAL,-,"(3, 9, 1978)",31.0,1,0,0,0,1,1113
RADIM.VRBATA,-,"(13, 6, 1981)",29.0,1,0,0,1,0,1114
RYAN.WILSON,-,"(3, 2, 1987)",23.0,0,0,0,0,1,1115
NIKLAS.HAGMAN,-,"(5, 12, 1979)",30.0,0,0,1,0,0,1116
PATRICK.RISSMILLER,-,"(26, 10, 1978)",31.0,0,0,1,0,0,1117
BRYCE.SALVADOR,-,"(11, 2, 1976)",34.0,0,0,0,0,1,1118
MARK.STREIT,-,"(11, 12, 1977)",32.0,0,0,0,0,1,1119
DARCY.HORDICHUK,-,"(10, 8, 1980)",29.0,0,0,1,0,0,1120
CORY.STILLMAN,-,"(20, 12, 1973)",36.0,0,0,1,0,0,1121
JONI.PITKANEN,-,"(19, 9, 1983)",26.0,0,0,0,0,1,1122
CURTIS.GLENCROSS,-,"(28, 12, 1982)",27.0,0,0,1,0,0,1123
JARKKO.RUUTU,-,"(23, 8, 1975)",34.0,0,0,1,0,0,1124
RON.HAINSEY,TOR,"(24, 3, 1981)",29.0,0,0,0,0,1,1125
STU.BICKEL,-,"(2, 10, 1986)",23.0,1,0,0,1,1,1126
SEAN.AVERY,-,"(10, 4, 1980)",30.0,0,1,0,0,0,1127
ANTTI.MIETTINEN,-,"(3, 7, 1980)",29.0,1,0,0,1,0,1128
TAYLOR.CHORNEY,-,"(27, 4, 1987)",23.0,0,0,0,0,1,1129
R.J..UMBERGER,-,"(3, 5, 1982)",28.0,0,1,0,0,0,1131
BROOKS.LAICH,-,"(23, 6, 1983)",27.0,0,1,1,0,0,1132
JOSH.GORGES,-,"(14, 8, 1984)",25.0,0,0,0,0,1,1133
CHRISTIAN.EHRHOFF,-,"(6, 7, 1982)",27.0,0,0,0,0,1,1134
RYAN.O'BYRNE,-,"(19, 7, 1984)",25.0,1,0,0,0,1,1137
SHAWN.HORCOFF,-,"(17, 9, 1978)",31.0,0,1,0,0,0,1138
PETER.HARROLD,-,"(8, 6, 1983)",27.0,1,0,0,1,1,1140
KEVIN.MARSHALL,-,"(10, 3, 1989)",21.0,0,0,0,0,1,1141
DENNIS.WIDEMAN,-,"(20, 3, 1983)",27.0,1,0,0,0,1,1142
BRUNO.GERVAIS,-,"(3, 10, 1984)",25.0,1,0,0,0,1,1143
PIERRE-MARC.BOUCHARD,-,"(27, 4, 1984)",26.0,0,0,0,1,0,1144
DRAYSON.BOWMAN,-,"(8, 3, 1989)",21.0,0,0,1,0,0,1145
VALTTERI.FILPPULA,NYI,"(20, 3, 1984)",26.0,0,1,1,0,0,1146
JERRED.SMITHSON,-,"(4, 2, 1979)",31.0,1,1,0,0,0,1147
ANDREJ.MESZAROS,-,"(13, 10, 1985)",24.0,0,0,0,0,1,1150
TOMAS.KUNDRATEK,-,"(26, 12, 1989)",20.0,1,1,0,0,0,1151
AKIM.ALIU,-,"(24, 4, 1989)",21.0,1,0,0,1,0,1152
NICK.SPALING,-,"(19, 9, 1988)",21.0,0,1,1,0,0,1153
ANDREI.LOKTIONOV,-,"(30, 5, 1990)",20.0,0,1,0,0,0,1154
SLAVA.VOYNOV,-,"(15, 1, 1990)",20.0,1,0,0,0,1,1155
JARRET.STOLL,-,"(24, 6, 1982)",28.0,1,1,0,0,0,1157
JASON.POMINVILLE,BUF,"(30, 11, 1982)",27.0,1,0,0,1,0,1158
DOUGLAS.MURRAY,-,"(12, 3, 1980)",30,0,0,0,0,1,1161
MARK.CUNDARI,-,"(23, 4, 1990)",20,0,0,0,0,1,1162
TYLER.KENNEDY,-,"(15, 7, 1986)",23,1,1,0,0,0,1163
LUCA.SBISA,NYI,"(30, 1, 1990)",20,0,0,0,0,1,1164
JUSTIN.FALK,OTT,"(11, 10, 1988)",21,0,0,0,0,1,1165
ZACH.BOYCHUK,-,"(4, 10, 1989)",20,0,0,1,1,0,1166
CODY.HODGSON,-,"(18, 2, 1990)",20,1,1,0,1,0,1167
LUKE.SCHENN,VAN,"(2, 11, 1989)",20,1,0,0,0,1,1168
BROOKS.ORPIK,WSH,"(26, 9, 1980)",29,0,0,0,0,1,1169
ANDREW.CAMPBELL,CHI,"(4, 2, 1988)",22,0,0,0,0,1,1170
MATT.GREENE,-,"(13, 5, 1983)",27,1,0,0,0,1,1171
JOHN.ERSKINE,-,"(26, 6, 1980)",30,0,0,0,0,1,1172
ALEX.GRANT,-,"(20, 1, 1989)",21,1,0,0,0,1,1173
DANIEL.ALFREDSSON,-,"(11, 12, 1972)",37,1,0,0,1,0,1175
ERIC.TANGRADI,NJD,"(10, 2, 1989)",21,0,0,1,0,0,1176
DANA.TYRELL,-,"(23, 4, 1989)",21,0,1,0,0,0,1177
MAXIME.TALBOT,-,"(11, 2, 1984)",26,0,1,1,0,0,1178
KEITH.AULIE,-,"(11, 6, 1989)",21,0,0,0,0,1,1179
GEORGE.PARROS,-,"(29, 12, 1979)",30,1,0,0,1,0,1180
PATRICE.CORMIER,-,"(14, 6, 1990)",20,0,1,0,0,0,1181
ANDY.MCDONALD,-,"(25, 8, 1977)",32,0,1,0,0,0,1182
BRANDON.MASHINTER,-,"(20, 9, 1988)",21,0,0,1,0,0,1183
FILIP.KUBA,-,"(29, 12, 1976)",33,0,0,0,0,1,1184
TIM.CONNOLLY,-,"(7, 5, 1981)",29,1,1,0,0,0,1185
ALEXANDRE.BURROWS,-,"(11, 4, 1981)",29,0,0,1,1,0,1186
